evento_id,jugador_id,rol
E-1736,ENG-25,asistencia
E-1737,DEN-20,autor
E-1737,DEN-6,asistencia
E-1738,OMA-4,amonestado
E-1739,DEN-3,autor
E-1739,DEN-15,asistencia
E-1740,OMA-6,amonestado
E-1741,DEN-14,amonestado
E-1742,DEN-6,sale
E-1742,DEN-18,entra
E-1743,DEN-24,sale
E-1743,DEN-13,entra
E-1744,OMA-22,sale
E-1744,OMA-13,entra
E-1745,DEN-21,sale
E-1745,DEN-22,entra
E-1746,OMA-8,sale
E-1746,OMA-5,entra
E-1747,OMA-11,sale
E-1747,OMA-15,entra
E-1748,DEN-14,autor
E-1748,DEN-3,asistencia
E-1749,OMA-20,sale
E-1749,OMA-26,entra
E-1750,OMA-6,sale
E-1750,OMA-3,entra
E-1751,DEN-22,autor
E-1751,DEN-2,asistencia
E-1752,OMA-25,autor
E-1752,OMA-4,asistencia
E-1753,GER-20,autor
E-1753,GER-15,asistencia
E-1754,GER-2,amonestado
E-1755,BRA-15,amonestado
E-1756,GER-13,autor
E-1756,GER-6,asistencia
E-1757,BRA-2,amonestado
E-1758,BRA-6,amonestado
E-1759,GER-20,sale
E-1759,GER-17,entra
E-1760,BRA-25,sale
E-1760,BRA-26,entra
E-1761,BRA-3,sale
E-1761,BRA-8,entra
E-1762,GER-15,sale
E-1762,GER-26,entra
E-1763,BRA-2,sale
E-1763,BRA-4,entra
E-1764,BRA-5,sale
E-1764,BRA-9,entra
E-1765,BRA-8,amonestado
E-1766,GER-4,sale
E-1766,GER-3,entra
E-1767,GER-13,sale
E-1767,GER-19,entra
E-1768,BRA-26,autor
E-1769,BRA-20,sale
E-1769,BRA-24,entra
E-1770,POR-11,autor
E-1770,POR-21,asistencia
E-1771,POL-24,autor
E-1771,POL-11,asistencia
E-1772,POR-9,amonestado
E-1773,POL-11,autor
E-1773,POL-20,asistencia
E-1774,POR-4,amonestado
E-1775,POR-13,amonestado
E-1776,POL-20,autor
E-1777,POL-22,sale
E-1777,POL-13,entra
E-1778,POR-4,sale
E-1778,POR-6,entra
E-1779,POL-2,sale
E-1779,POL-19,entra
E-1780,POR-20,sale
E-1780,POR-16,entra
E-1781,POR-9,sale
E-1781,POR-8,entra
E-1782,POL-24,sale
E-1782,POL-26,entra
E-1783,POL-10,autor
E-1783,POL-11,asistencia
E-1784,POR-7,sale
E-1784,POR-15,entra
E-1785,POR-21,autor
E-1785,POR-13,asistencia
E-1786,ESP-2,amonestado
E-1787,MAR-9,amonestado
E-1788,ESP-8,amonestado
E-1789,MAR-25,autor
E-1789,MAR-21,asistencia
E-1790,ESP-21,autor
E-1791,ESP-7,autor
E-1792,MAR-9,autor
E-1793,ESP-7,amonestado
E-1794,ESP-21,sale
E-1794,ESP-24,entra
E-1795,MAR-2,amonestado
E-1796,MAR-11,sale
E-1796,MAR-13,entra
E-1797,ESP-2,sale
E-1797,ESP-4,entra
E-1798,ESP-18,sale
E-1798,ESP-17,entra
E-1799,MAR-20,sale
E-1799,MAR-6,entra
E-1800,ESP-25,sale
E-1800,ESP-6,entra
E-1801,MAR-9,sale
E-1801,MAR-7,entra
E-1802,ESP-3,sale
E-1802,ESP-14,entra
E-1803,MAR-5,autor
E-1804,MAR-5,sale
E-1804,MAR-4,entra
E-1805,MAR-2,sale
E-1805,MAR-26,entra
E-1806,ENG-8,amonestado
E-1807,ENG-14,autor
E-1807,ENG-10,asistencia
E-1808,ENG-9,autor
E-1809,DEN-14,sale
E-1809,DEN-26,entra
E-1810,DEN-2,sale
E-1810,DEN-8,entra
E-1811,ENG-13,sale
E-1811,ENG-2,entra
E-1812,DEN-3,sale
E-1812,DEN-6,entra
E-1813,ENG-25,sale
E-1813,ENG-16,entra
E-1814,DEN-21,sale
E-1814,DEN-25,entra
E-1815,ENG-10,sale
E-1815,ENG-17,entra
E-1816,DEN-26,autor
E-1816,DEN-22,asistencia
E-1817,DEN-10,sale
E-1817,DEN-19,entra
E-1818,ENG-22,sale
E-1818,ENG-20,entra
E-1819,DEN-5,amonestado
E-1820,ENG-14,sale
E-1820,ENG-11,entra
E-1821,GER-12,amonestado
E-1822,POL-20,autor
E-1822,POL-14,asistencia
E-1823,GER-8,amonestado
E-1824,POL-9,amonestado
E-1825,GER-10,sale
E-1825,GER-18,entra
E-1826,POL-20,sale
E-1826,POL-18,entra
E-1827,GER-22,autor
E-1827,GER-20,asistencia
E-1828,GER-2,autor
E-1829,GER-8,sale
E-1829,GER-13,entra
E-1830,POL-14,sale
E-1830,POL-11,entra
E-1831,GER-19,sale
E-1831,GER-11,entra
E-1832,POL-21,sale
E-1832,POL-24,entra
E-1833,POL-4,sale
E-1833,POL-22,entra
E-1834,GER-6,sale
E-1834,GER-17,entra
E-1835,POL-9,sale
E-1835,POL-13,entra
E-1836,GER-20,amonestado
E-1837,GER-22,autor
E-1837,GER-14,asistencia
E-1838,ENG-26,autor
E-1838,ENG-15,asistencia
E-1839,MAR-17,amonestado
E-1840,ENG-8,autor
E-1840,ENG-7,asistencia
E-1841,MAR-26,amonestado
E-1842,ENG-20,autor
E-1843,MAR-17,autor
E-1843,MAR-11,asistencia
E-1844,ENG-10,amonestado
E-1845,MAR-21,sale
E-1845,MAR-25,entra
E-1846,MAR-3,amonestado
E-1847,MAR-8,sale
E-1847,MAR-16,entra
E-1848,ENG-4,sale
E-1848,ENG-16,entra
E-1849,MAR-14,sale
E-1849,MAR-13,entra
E-1850,MAR-2,sale
E-1850,MAR-24,entra
E-1851,ENG-26,sale
E-1851,ENG-18,entra
E-1852,ENG-8,amonestado
E-1853,MAR-26,sale
E-1853,MAR-5,entra
E-1854,ENG-15,sale
E-1854,ENG-13,entra
E-1855,GER-5,amonestado
E-1856,GER-15,amonestado
E-1857,GER-25,autor
E-1857,GER-11,asistencia
E-1858,ENG-24,autor
E-1858,ENG-9,asistencia
E-1859,ENG-4,sale
E-1859,ENG-16,entra
E-1860,GER-5,sale
E-1860,GER-7,entra
E-1861,ENG-10,sale
E-1861,ENG-13,entra
E-1862,ENG-21,sale
E-1862,ENG-14,entra
E-1863,GER-24,sale
E-1863,GER-17,entra
E-1864,ENG-11,amonestado
E-1865,GER-21,sale
E-1865,GER-6,entra
E-1866,ENG-24,expulsado
E-1867,GER-9,sale
E-1867,GER-2,entra
E-1868,GER-11,amonestado
E-1869,ENG-14,autor
E-1869,ENG-6,asistencia
