id,nombre,apellido,posicion,equipo_id
VEN-24,Julio,Escobar,Delantero,VEN
VEN-25,Rodrigo,Meireles,Delantero,VEN
VEN-26,Maximiliano,Castillo,Delantero,VEN
WAL-1,Milan,Bakker,Arquero,WAL
WAL-2,Andreas,Silva,Defensor,WAL
WAL-3,Emil,Bianchi,Defensor,WAL
WAL-4,Jonas,Nowak,Defensor,WAL
WAL-5,Nicolas,Silva,Defensor,WAL
WAL-6,Andreas,Petrov,Defensor,WAL
WAL-7,Marco,Andersen,Defensor,WAL
WAL-8,Leon,Bianchi,Defensor,WAL
WAL-9,Viktor,Fischer,Defensor,WAL
WAL-10,Robin,Andersen,Mediocampista,WAL
WAL-11,Lucas,Larsson,Mediocampista,WAL
WAL-12,Marco,Duarte,Arquero,WAL
WAL-13,Pavel,Rossi,Mediocampista,WAL
WAL-14,Sergio,Weber,Mediocampista,WAL
WAL-15,Viktor,Silva,Mediocampista,WAL
WAL-16,Milan,Fischer,Mediocampista,WAL
WAL-17,Robin,Moreau,Mediocampista,WAL
WAL-18,Marco,Kaminski,Mediocampista,WAL
WAL-19,Andreas,Bakker,Mediocampista,WAL
WAL-20,Lucas,Kovacs,Delantero,WAL
WAL-21,Emil,Novak,Delantero,WAL
WAL-22,Nicolas,Andersen,Delantero,WAL
WAL-23,Leon,Kovacs,Arquero,WAL
WAL-24,Emil,Hansen,Delantero,WAL
WAL-25,Andreas,Kovacs,Delantero,WAL
WAL-26,Daniel,Vidal,Delantero,WAL
